wavelength_nm,srf_b10,srf_b11,stdev_b10,stdev_b11
9000.0,0.00076333455919908,0.00147111376370753,-36.56821446275258,-29.343299653755018
9050.0,0.000763707731330295,0.00147595995531256,-22.613557946222524,-20.77549130289948
9100.0,0.000737974968211143,0.00175187119878892,-13.148293215667826,-14.436397006977225
9150.0,0.000798954294462176,0.00177019570124778,22.658805816606893,-22.38809127042085
9200.0,0.00088255049630772,0.00184013634878374,36.3672266144703,34.11184140543512
9250.0,0.000756846479772485,0.0017716148725089,-14.801099962951996,-15.363810951756223
9300.0,0.000686285028763886,0.0019143948279774,-10.415246072960862,13.819454029212528
9350.0,0.000729632599697008,0.00212519522383396,-10.018787826400501,12.693726041124881
9400.0,0.000766481550571676,0.00168795203740236,-11.358912956277951,-12.527620125944003
9450.0,0.000803796376285198,0.00182987711233583,9.520872448267339,10.997075434822797
9500.0,0.000749008520666138,0.00211888878937868,-11.741748146006756,12.127411335901327
9550.0,0.000850169857664728,0.00247533681077734,8.31656989801204,8.28629796101939
9600.0,0.000605446354485259,0.00230357523029657,-10.25648619059551,9.460230766926832
9650.0,0.000759770640451085,0.00201279943969223,-10.29804735216595,9.274706553677845
9700.0,0.000718412568342401,0.0019800727672443,-12.357140792328398,11.235028908629834
9750.0,0.000523530038876362,0.00214274934810201,-10.17399012533672,9.9953619088082
9800.0,0.000766247711452249,0.00192352636227345,-9.163516592301281,9.750518747102337
9850.0,0.000534019177373935,0.00242623894163481,-7.964044003795811,9.234016357879696
9900.0,0.000930960045384904,0.00201704595280496,7.811394723801386,9.643544301017503
9950.0,0.000671104879366296,0.00206189768661151,-8.20498925655718,9.602875275129529
10000.0,0.000659340108236506,0.00146081618269792,-9.622671377172194,-10.272110415632067
10050.0,0.000790662728093064,0.000969511613403933,10.69376152202007,-13.235596660281935
10100.0,0.000740077179535697,0.00123417441566847,-11.014868762206945,-12.592634420062124
10150.0,0.00063906689065549,0.00343097638021814,-10.577117283901325,12.930669341705837
10200.0,0.00203597244432039,0.00219617304491829,12.91227015795866,11.615445355337496
10250.0,0.00400118291921113,0.00190104257020193,12.483797594259928,11.187482871825694
10300.0,0.00779829026774906,0.00210061134754447,15.083788073950515,12.455064852288203
10350.0,0.0162238397613645,0.00135376374824167,14.161227398134645,-13.291225637281576
10400.0,0.0319576607048871,0.000962685114690701,13.36870428899556,-13.232038068449171
10450.0,0.0660799884936758,0.00251068117310573,9.711497637218555,9.731232073805865
10500.0,0.138395247668299,0.000544599631742081,7.987739396861214,-7.787909813687495
10550.0,0.27840698238668,0.00224673599295201,7.0341354065358175,6.226240457026604
10600.0,0.505662398313439,0.00179822091074547,5.946540538189811,5.923841007869472
10650.0,0.725864199141782,0.00163459350070532,5.5312454446837025,-6.056204292557172
10700.0,0.808512638024545,0.000140755992711722,5.141576057938006,-6.592636077947173
10750.0,0.841080412481811,0.00122778933551643,5.296071852977471,-6.726849185234482
10800.0,0.843348592150208,0.00114958039826316,4.099844981869664,-6.322951906513826
10850.0,0.873433585473836,0.0,4.137270206346794,-6.218242361364689
10900.0,0.915442774969707,0.00132475607075873,2.9806015067125995,-6.86174928219945
10950.0,0.978028907188683,0.00135482038593388,2.7196681627153283,-6.754532489406266
11000.0,1.0,0.00134665508851701,1.8000419878802905,-6.946856656200065
11050.0,0.990887898189627,0.000978156780352649,2.2705172775462357,-6.893610639609697
11100.0,0.871548374650285,0.00236515469425261,3.043286693859653,6.9564915899299775
11150.0,0.653390796059281,0.00491178053245233,3.0874673859381287,6.837866132962351
11200.0,0.409641208775632,0.0141191341004318,4.36583115485829,7.452339508257791
11250.0,0.24131840801329,0.0231567767991644,5.4261673363342116,8.035828192111696
11300.0,0.135921801433986,0.0455245808528487,6.387005000132416,8.713469226635102
11350.0,0.0712557840715999,0.095180858604523,7.470761703416907,10.303803888751192
11400.0,0.0330358201082027,0.177075297609738,9.01595143532353,10.408916751562852
11450.0,0.0133243559900446,0.305834959187717,10.552290394457584,11.730230310518056
11500.0,0.00479307475745881,0.47818094373835,8.652124347906918,9.969335429350611
11550.0,0.00223744552582969,0.677969452157887,8.460855944845305,9.638388113761026
11600.0,0.00120953540617133,0.856502695450247,7.961029553767472,8.183069886572637
11650.0,0.000782367974319297,0.966787345819513,8.423117389093223,9.436292811352596
11700.0,0.00107372245215754,0.977679662899221,8.44765064673489,8.362033560876315
11750.0,0.00117196221169076,0.906317160502406,7.520706865372184,7.824963564233629
11800.0,0.0011189610064718,0.862368040708062,7.255616034859265,7.083158713646028
11850.0,0.000986674390677623,0.829035771357732,7.247042888483185,6.5629048286963645
11900.0,0.000751325792683356,0.859573528680785,-5.856050601921772,4.748168199016566
11950.0,0.0,0.896279126383602,-6.134987795499203,4.917244612136951
12000.0,0.00120539503462845,0.972061677963862,7.6905995445047965,6.4687818298902755
12050.0,0.00117009951442896,0.997528121254284,7.546579076487081,5.090723201160682
12100.0,0.000813568261710983,0.987537924750525,39.962024207541326,5.891460236601999
12150.0,0.000603239015163358,0.987631546968929,-7.775827999955625,6.9913843498424315
12200.0,0.00101916684457681,0.954109591397947,7.0624726629034145,6.767895020316253
12250.0,0.000794923553912084,0.923587577394721,6.490413743504937,6.041301933487065
12300.0,0.000659587925540802,0.961260941723299,-6.123016478455372,6.164259711706458
12350.0,0.000317959679220568,1.0,-6.367680659143707,6.414213183696035
12400.0,0.0012746070352294,0.977224355536454,7.342489626643321,7.585390381619667
12450.0,0.000981931045528948,0.801016340417957,5.8825442650717275,6.01631212438452
12500.0,0.00104468902064106,0.524503731147106,6.647416882054256,6.7509492223780985
12550.0,0.00067871310575793,0.292116912011544,-7.124584958693586,7.253597474573155
12600.0,0.000834402145081328,0.152235337429145,8.144189842539074,8.259329956875753
12650.0,0.000117475125655606,0.074032875662661,-8.611631831806882,8.298070753045925
12700.0,0.000334226304249337,0.0342463678920594,-9.283484129493143,9.059703680154998
12750.0,0.000546710300825408,0.0134601357964161,-10.493828173899129,11.587471800529515
12800.0,0.000633978133856254,0.00680364922440368,-12.404101614175262,14.783325056650067
12850.0,0.000547082328091199,0.00339808899533681,-11.93304070120005,15.509771909943924
12900.0,0.000663742182739451,0.00331508988849944,-13.536176306729807,16.25816734403308
12950.0,0.000657596331836595,0.00326349474609247,-13.630304553339498,16.723646935122918
13000.0,0.0008827065179307,0.00327493733685755,19.0768752105589,21.80140588769205
13050.0,0.000676701342020766,0.00199709034882091,-16.75096589311004,19.471048692531376
13100.0,0.000965200740409612,0.00207517763946802,16.22954660436245,18.344411399056106
13150.0,0.000870706048711597,0.00185101488473932,13.9891680099641,15.865601865342377
13200.0,0.000841040557473355,0.00232204066010091,15.397512300364994,16.370647887605216
13250.0,0.000887128451327678,0.00183786169813943,15.264837041241442,15.191583054118428
13300.0,0.000932929200651559,0.0023183001861458,21.916722271148643,19.01429346624903
13350.0,0.000948617167830516,0.00242489779816727,21.017263583517646,21.09863326760374
13400.0,0.000918639224697969,0.00235949965853014,28.9481014872081,30.470979985304762
13450.0,0.000740982968117039,0.00209165998173836,-26.787523086984677,28.206517291192757
13500.0,0.000739966255756745,0.00176570649931015,-36.74459187544944,-37.56113020822085
13550.0,0.000797586638941211,0.00180533005067866,40.29554452762639,39.360041208212316
13600.0,0.000786205349996174,0.0017257920482782,60.46990518758161,-56.16603238800826
13650.0,0.00080055949495851,0.00186750705446745,45.166653716743944,46.57303036961874
13700.0,0.00082001793026668,0.0017807251440948,52.11441157530016,-50.23116879431265
13750.0,0.000813102451223104,0.00185070948746659,49.295136104735434,44.73387774654678
13800.0,0.000795250436998262,0.00176348589010076,70.64262672231845,-57.8991673529884
13850.0,0.000816069239824294,0.00182704922716702,57.80125207160037,52.39075389295367
13900.0,0.000783023151209062,0.00194134413286397,72.83516145363475,64.7892215137316
13950.0,0.000797690042893399,0.00183454058923838,68.848903708115,68.24796972961423
14000.0,0.00078545055181393,0.00176322696421511,89.08909733261538,-87.77649759952375
